Name,Category,Type,RGBController,VID,PID,SVID,SPID,Save,Direct,Effects,Comments
"HyperX Pulsefire Dart (Wired)","Mouse","USB","HyperX Pulsefire Dart","03F0","088E","","","✔️","✔️","✔️",""
"HyperX Pulsefire FPS Pro","Mouse","USB","HyperX Pulsefire FPS","0951","16D7","","","❌","✔️","❌",""
"HyperX Pulsefire Core","Mouse","USB","HyperX Pulsefire FPS","0951","16DE","","","❌","✔️","❌",""
"HyperX Pulsefire Haste","Mouse","USB","HyperX Pulsefire Haste","03F0","0F8F","","","❌","✔️","❌",""
"HyperX Pulsefire Haste","Mouse","USB","HyperX Pulsefire Haste","03F0","0F8F","","","❌","✔️","❌",""
"HyperX Pulsefire Haste","Mouse","USB","HyperX Pulsefire Haste","0951","1727","","","❌","✔️","❌",""
"HyperX Pulsefire Raid","Mouse","USB","HyperX Pulsefire Raid","0951","16E4","","","❌","✔️","❌",""
"HyperX Pulsefire Surge","Mouse","USB","HyperX Pulsefire Surge","0951","16D3","","","❌","✔️","❌",""
"","Mousemat","USB","HyperX Mousemat","","","","","❌","✔️","❌",""
"Intel Arc A770 Limited Edition","GPU","USB","Intel Arc A770 Limited Edition","2516","01B5","","","🚫","✔️","⚒️",""
"Ionico Light Bar","Keyboard
LEDStrip","USB","Ionico-II 17","048D","6005","","","✔️","✔️","✔️",""
"Ionico Keyboard","Keyboard
LEDStrip","USB","Ionico-II 17","048D","CE00","","","✔️","✔️","✔️",""
"","Light","USB","Kasa Smart Bulbs","","","","","❌","✔️","❌",""
"Keychron Gaming Keyboard 1","Keyboard","USB","Keychron Keyboard","05AC","024F","","","❌","❌","✔️",""
"","Light","USB","LIFX Globes","","","","","❌","✔️","❌",""
"Lego Dimensions Toypad Base","Case","USB","Lego Dimensions Toypad Base","0E6F","0241","","","❌","✔️","✔️",""
"Lenovo Legion Y740","Keyboard","USB","Lenovo USB","048D","C935","","","❌","✔️","❌","Tested on Lenovo Legion 7/7i gen. 6 ANSI and ISO models
Hardware modes are not implented
PLEASE UPDATE YOUR BIOS IF YOU HAVE ISSUES WITH HARDWARE MODES AFTER CLOSING OPENRGB

If you have other models beside the Legion 7 gen 6 and want to test if RGB can be added to OpenRGB,
you can do so if you're on Windows by running
[this Powershell script](https://gitlab.com/pvazny/legion7-rgb-ps) with the `-test` parameter:

```powershell
legion7-rgb.ps1 -test -v 0x048D -p 0xC935 -up 0xFF89 -u 0x07 -c 0xa1 -start 0x15 -stop 0xa1
```

This script will iterate through each LED one by one, in bank `$c = 0xa1`, between IDs
`-start 0x15` and `-stop 0xa1`, on the HID device with VID `-v 0x048D` PID `-p 0xC935` usage page
`-up 0xFF89` and usage `-u 0x07`. It will default to the Legion 7 Gen 6 description, however you can
enter a new description for each LED and at the end it will generate the differences.

To check if you have an eligible HID device that could potentially be iterated by the script please
open the powershell command prompt and executre the follow:

```powershell
Get-PnpDevice -Class 'HIDClass' | ForEach-Object { [PSCustomObject]@{Name = $_.FriendlyName; InstanceId = $_.InstanceId; HardwareId = ($_.HardwareId | Where-Object {$_ -like 'HID_DEVICE_UP:*' })}} | Where-Object { $_.HardwareId -ne $null } | Sort-Object InstanceId
```

If the script is successful please create a [new device issue](https://gitlab.com/CalcProgrammer1/OpenRGB/-/issues/new?issuable_template=New%20Device#)
and attach the relevant details to request support for your device."
"Lenovo Legion 7 gen 5","Keyboard","USB","Lenovo USB","048D","C956","","","❌","✔️","❌","Tested on Lenovo Legion 7/7i gen. 6 ANSI and ISO models
Hardware modes are not implented
PLEASE UPDATE YOUR BIOS IF YOU HAVE ISSUES WITH HARDWARE MODES AFTER CLOSING OPENRGB

If you have other models beside the Legion 7 gen 6 and want to test if RGB can be added to OpenRGB,
you can do so if you're on Windows by running
[this Powershell script](https://gitlab.com/pvazny/legion7-rgb-ps) with the `-test` parameter:

```powershell
legion7-rgb.ps1 -test -v 0x048D -p 0xC935 -up 0xFF89 -u 0x07 -c 0xa1 -start 0x15 -stop 0xa1
```

This script will iterate through each LED one by one, in bank `$c = 0xa1`, between IDs
`-start 0x15` and `-stop 0xa1`, on the HID device with VID `-v 0x048D` PID `-p 0xC935` usage page
`-up 0xFF89` and usage `-u 0x07`. It will default to the Legion 7 Gen 6 description, however you can
enter a new description for each LED and at the end it will generate the differences.

To check if you have an eligible HID device that could potentially be iterated by the script please
open the powershell command prompt and executre the follow:

```powershell
Get-PnpDevice -Class 'HIDClass' | ForEach-Object { [PSCustomObject]@{Name = $_.FriendlyName; InstanceId = $_.InstanceId; HardwareId = ($_.HardwareId | Where-Object {$_ -like 'HID_DEVICE_UP:*' })}} | Where-Object { $_.HardwareId -ne $null } | Sort-Object InstanceId
```

If the script is successful please create a [new device issue](https://gitlab.com/CalcProgrammer1/OpenRGB/-/issues/new?issuable_template=New%20Device#)
and attach the relevant details to request support for your device."
"Lenovo Legion 7S gen 5","Keyboard","USB","Lenovo USB","048D","C957","","","❌","✔️","❌","Tested on Lenovo Legion 7/7i gen. 6 ANSI and ISO models
Hardware modes are not implented
PLEASE UPDATE YOUR BIOS IF YOU HAVE ISSUES WITH HARDWARE MODES AFTER CLOSING OPENRGB

If you have other models beside the Legion 7 gen 6 and want to test if RGB can be added to OpenRGB,
you can do so if you're on Windows by running
[this Powershell script](https://gitlab.com/pvazny/legion7-rgb-ps) with the `-test` parameter:

```powershell
legion7-rgb.ps1 -test -v 0x048D -p 0xC935 -up 0xFF89 -u 0x07 -c 0xa1 -start 0x15 -stop 0xa1
```

This script will iterate through each LED one by one, in bank `$c = 0xa1`, between IDs
`-start 0x15` and `-stop 0xa1`, on the HID device with VID `-v 0x048D` PID `-p 0xC935` usage page
`-up 0xFF89` and usage `-u 0x07`. It will default to the Legion 7 Gen 6 description, however you can
enter a new description for each LED and at the end it will generate the differences.

To check if you have an eligible HID device that could potentially be iterated by the script please
open the powershell command prompt and executre the follow:

```powershell
Get-PnpDevice -Class 'HIDClass' | ForEach-Object { [PSCustomObject]@{Name = $_.FriendlyName; InstanceId = $_.InstanceId; HardwareId = ($_.HardwareId | Where-Object {$_ -like 'HID_DEVICE_UP:*' })}} | Where-Object { $_.HardwareId -ne $null } | Sort-Object InstanceId
```

If the script is successful please create a [new device issue](https://gitlab.com/CalcProgrammer1/OpenRGB/-/issues/new?issuable_template=New%20Device#)
and attach the relevant details to request support for your device."
"Lenovo Legion 7 gen 6","Keyboard","USB","Lenovo USB","048D","C968","","","❌","✔️","❌","Tested on Lenovo Legion 7/7i gen. 6 ANSI and ISO models
Hardware modes are not implented
PLEASE UPDATE YOUR BIOS IF YOU HAVE ISSUES WITH HARDWARE MODES AFTER CLOSING OPENRGB

If you have other models beside the Legion 7 gen 6 and want to test if RGB can be added to OpenRGB,
you can do so if you're on Windows by running
[this Powershell script](https://gitlab.com/pvazny/legion7-rgb-ps) with the `-test` parameter:

```powershell
legion7-rgb.ps1 -test -v 0x048D -p 0xC935 -up 0xFF89 -u 0x07 -c 0xa1 -start 0x15 -stop 0xa1
```

This script will iterate through each LED one by one, in bank `$c = 0xa1`, between IDs
`-start 0x15` and `-stop 0xa1`, on the HID device with VID `-v 0x048D` PID `-p 0xC935` usage page
`-up 0xFF89` and usage `-u 0x07`. It will default to the Legion 7 Gen 6 description, however you can
enter a new description for each LED and at the end it will generate the differences.

To check if you have an eligible HID device that could potentially be iterated by the script please
open the powershell command prompt and executre the follow:

```powershell
Get-PnpDevice -Class 'HIDClass' | ForEach-Object { [PSCustomObject]@{Name = $_.FriendlyName; InstanceId = $_.InstanceId; HardwareId = ($_.HardwareId | Where-Object {$_ -like 'HID_DEVICE_UP:*' })}} | Where-Object { $_.HardwareId -ne $null } | Sort-Object InstanceId
```

If the script is successful please create a [new device issue](https://gitlab.com/CalcProgrammer1/OpenRGB/-/issues/new?issuable_template=New%20Device#)
and attach the relevant details to request support for your device."
"Lenovo Legion 7S gen 6","Keyboard","USB","Lenovo USB","048D","C967","","","❌","✔️","❌","Tested on Lenovo Legion 7/7i gen. 6 ANSI and ISO models
Hardware modes are not implented
PLEASE UPDATE YOUR BIOS IF YOU HAVE ISSUES WITH HARDWARE MODES AFTER CLOSING OPENRGB

If you have other models beside the Legion 7 gen 6 and want to test if RGB can be added to OpenRGB,
you can do so if you're on Windows by running
[this Powershell script](https://gitlab.com/pvazny/legion7-rgb-ps) with the `-test` parameter:

```powershell
legion7-rgb.ps1 -test -v 0x048D -p 0xC935 -up 0xFF89 -u 0x07 -c 0xa1 -start 0x15 -stop 0xa1
```

This script will iterate through each LED one by one, in bank `$c = 0xa1`, between IDs
`-start 0x15` and `-stop 0xa1`, on the HID device with VID `-v 0x048D` PID `-p 0xC935` usage page
`-up 0xFF89` and usage `-u 0x07`. It will default to the Legion 7 Gen 6 description, however you can
enter a new description for each LED and at the end it will generate the differences.

To check if you have an eligible HID device that could potentially be iterated by the script please
open the powershell command prompt and executre the follow:

```powershell
Get-PnpDevice -Class 'HIDClass' | ForEach-Object { [PSCustomObject]@{Name = $_.FriendlyName; InstanceId = $_.InstanceId; HardwareId = ($_.HardwareId | Where-Object {$_ -like 'HID_DEVICE_UP:*' })}} | Where-Object { $_.HardwareId -ne $null } | Sort-Object InstanceId
```

If the script is successful please create a [new device issue](https://gitlab.com/CalcProgrammer1/OpenRGB/-/issues/new?issuable_template=New%20Device#)
and attach the relevant details to request support for your device."
"Lenovo","Motherboard","USB","LenovoMotherboard mouse","17EF","C955","","","❌","❌","✔️",""
"Np93 ALPHA - Gaming Mouse","Mouse","USB","Lexip Mouse","04D8","FD0A","","","❌","✔️","❌",""
"Lian Li Uni Hub - AL","Cooler","USB","Lian Li Uni Hub","0CF2","A101","","","❌","🚨","✔️",""
"Lian Li Uni Hub - SL V2","Cooler","USB","Lian Li Uni Hub","0CF2","A103","","","❌","🚨","✔️",""
"Lian Li Uni Hub - SL V2 v0.5","Cooler","USB","Lian Li Uni Hub","0CF2","A105","","","❌","🚨","✔️",""
"Lian Li Uni Hub - AL","","USB","Lian Li Uni Hub AL","0CF2","A101","","","❌","🚨","✔️",""
"Lian Li Uni Hub - SL V2","","USB","Lian Li Uni Hub SLV2","0CF2","A103","","","❌","🚨","✔️",""
"Lian Li Uni Hub - SL V2 v0.5","","USB","Lian Li Uni Hub SLV2","0CF2","A105","","","❌","🚨","✔️",""
"Lian Li Uni Hub - AL","","USB","Lian Li Uni Hub","0CF2","A101","","","❌","🚨","✔️",""
"Lian Li Uni Hub - SL V2","","USB","Lian Li Uni Hub","0CF2","A103","","","❌","🚨","✔️",""
"Lian Li Uni Hub - SL V2 v0.5","","USB","Lian Li Uni Hub","0CF2","A105","","","❌","🚨","✔️",""
"Strimer L Connect","LEDStrip","USB","Lian Li Strimer L Connect","0CF2","A200","","","❌","🚨","✔️","The Lian Li Strimer L Connect `Direct` mode stutters at high frame rates and
and has been rate limited to ~10FPS."
"Logitech G203 Lightsync","Mouse","USB","Logitech G203L","046D","C092","","","🤖","✔️","✔️",""
"Logitech G213","Keyboard","USB","Logitech G213","046D","C336","","","🤖","✔️","✔️",""
"Logitech G560 Lightsync Speaker","Speaker","USB","Logitech G560","046D","0A78","","","❌","✔️","❌",""
"Logitech G512","Keyboard","USB","Logitech G810","046D","C342","","","🤖","✔️","✔️",""
"Logitech G512 RGB","Keyboard","USB","Logitech G810","046D","C33C","","","🤖","✔️","✔️",""
"Logitech G610 Orion","Keyboard","USB","Logitech G810","046D","C333","","","🤖","✔️","✔️",""
"Logitech G610 Orion","Keyboard","USB","Logitech G810","046D","C338","","","🤖","✔️","✔️",""
"Logitech G810 Orion Spectrum","Keyboard","USB","Logitech G810","046D","C331","","","🤖","✔️","✔️",""
"Logitech G810 Orion Spectrum","Keyboard","USB","Logitech G810","046D","C337","","","🤖","✔️","✔️",""
"Logitech G813 RGB Mechanical Gaming Keyboard","Keyboard","USB","Logitech G815","046D","C232","","","🤖","✔️","✔️",""
"Logitech G815 RGB Mechanical Gaming Keyboard","Keyboard","USB","Logitech G815","046D","C33F","","","🤖","✔️","✔️",""
"Logitech G910 Orion Spark","Keyboard","USB","Logitech G910","046D","C32B","","","🤖","✔️","✔️",""
"Logitech G910 Orion Spectrum","Keyboard","USB","Logitech G910","046D","C335","","","🤖","✔️","✔️",""
"Logitech G915 Wireless RGB Mechanical Gaming Keyboard","Keyboard","USB","Logitech G915","046D","C541","","","🤖","✔️","✔️",""
"Logitech G915 Wireless RGB Mechanical Gaming Keyboard","Keyboard","USB","Logitech G915","046D","C547","","","🤖","✔️","✔️",""
"Logitech G915 Wireless RGB Mechanical Gaming Keyboard (Wired)","Keyboard","USB","Logitech G915","046D","C33E","","","🤖","✔️","✔️",""
"Logitech G915TKL Wireless RGB Mechanical Gaming Keyboard","Keyboard","USB","Logitech G915","046D","C545","","","🤖","✔️","✔️",""
"Logitech G915TKL Wireless RGB Mechanical Gaming Keyboard (Wired)","Keyboard","USB","Logitech G915","046D","C343","","","🤖","✔️","✔️",""
"Logitech G915 Wireless RGB Mechanical Gaming Keyboard (Wired)","Keyboard","USB","Logitech G915","046D","C33E","","","🤖","✔️","✔️",""
"Logitech G915TKL Wireless RGB Mechanical Gaming Keyboard (Wired)","Keyboard","USB","Logitech G915","046D","C343","","","🤖","✔️","✔️",""
"Logitech G933 Lightsync Headset","Headset","USB","Logitech G933","046D","0A5B","","","❌","✔️","❌",""
"Logitech G303 Daedalus Apex","Mouse","USB","Logitech Lightsync Mouse","046D","C080","","","🤖","✔️","✔️",""
"Logitech G403 Hero","Mouse","USB","Logitech Lightsync Mouse","046D","C08F","","","🤖","✔️","✔️",""
"Logitech G203 Prodigy","Mouse","USB","Logitech Lightsync Mouse (1 Zone)","046D","C084","","","🤖","✔️","✔️",""
"Logitech G203 Lightsync","Mouse","USB","Logitech Lightsync Mouse (1 Zone)","046D","C092","","","🤖","✔️","✔️",""
"Logitech G Pro Gaming Mouse","Mouse","USB","Logitech Lightsync Mouse (1 Zone)","046D","C085","","","🤖","✔️","✔️",""
"Logitech G Pro (HERO) Gaming Mouse","Mouse","USB","Logitech Lightsync Mouse (1 Zone)","046D","C08C","","","🤖","✔️","✔️",""
"","Mousemat","USB","Logitech Powerplay Mat","","","","","❌","✔️","✔️",""
"Logitech G Pro RGB Mechanical Gaming Keyboard","Keyboard","USB","Logitech G Pro","046D","C339","","","🤖","✔️","✔️",""
"Logitech G403 Wireless Gaming Mouse","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","405D","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G502 Wireless Gaming Mouse","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","407F","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G703 Wireless Gaming Mouse","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","4070","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G703 Hero Wireless Gaming Mouse","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","4086","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G900 Wireless Gaming Mouse","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","4053","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G903 Wireless Gaming Mouse","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","4067","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G903 Hero Wireless Gaming Mouse","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","4087","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G Pro Wireless Gaming Mouse","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","4079","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Powerplay Mat","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","405F","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G502 Proteus Spectrum Gaming Mouse","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","C332","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G502 Hero Gaming Mouse","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","C08B","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G403 Prodigy Gaming Mouse","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","C083","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G403 Wireless Gaming Mouse (wired)","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","C082","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G502 Wireless Gaming Mouse (wired)","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","C08D","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G703 Wireless Gaming Mouse (wired)","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","C087","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G703 Hero Wireless Gaming Mouse (wired)","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","C090","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G900 Wireless Gaming Mouse (wired)","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","C081","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G903 Wireless Gaming Mouse (wired)","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","C086","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G903 Hero Wireless Gaming Mouse (wired)","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","C091","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G Pro Wireless Gaming Mouse (wired)","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","C088","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G633 Gaming Headset","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","0X0A5C","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G733 Gaming Headset","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","0AB5","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech G935 Gaming Headset","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Lightspeed","046D","0A87","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech X56 Rhino Hotas Joystick","Gamepad","USB","Logitech X56","0738","2221","","","✔️","✔️","❌",""
"Logitech X56 Rhino Hotas Throttle","Gamepad","USB","Logitech X56","0738","A221","","","✔️","✔️","❌",""
"Logitech X56 Rhino Hotas Joystick","Gamepad","USB","Logitech X56","0738","2221","","","✔️","✔️","❌",""
"Logitech X56 Rhino Hotas Throttle","Gamepad","USB","Logitech X56","0738","A221","","","✔️","✔️","❌",""
"MSI 3-Zone Laptop","Keyboard","USB","MSI 3 Zone Keyboard","1770","FF00","","","❌","✔️","❌",""
"MSI GeForce GTX 1070 Gaming X","GPU","I2C","MSI GPU","10DE","1B81","1462","3306","✔️","✔️","✔️",""
"MSI GeForce GTX 1660 Gaming X 6G","GPU","I2C","MSI GPU","10DE","2184","1462","3790","✔️","✔️","✔️",""
"MSI GeForce GTX 1660Ti Gaming 6G","GPU","I2C","MSI GPU","10DE","2182","1462","375C","✔️","✔️","✔️",""
"MSI GeForce GTX 1660Ti Gaming X 6G","GPU","I2C","MSI GPU","10DE","2182","1462","375A","✔️","✔️","✔️",""
"MSI GeForce GTX 1660 Super Gaming 6G","GPU","I2C","MSI GPU","10DE","21C4","1462","C759","✔️","✔️","✔️",""
"MSI GeForce GTX 1660 Super Gaming X 6G","GPU","I2C","MSI GPU","10DE","21C4","1462","C758","✔️","✔️","✔️",""
"MSI GeForce RTX 2060 Gaming Z 6G","GPU","I2C","MSI GPU","10DE","1E89","1462","3752","✔️","✔️","✔️",""
"MSI GeForce RTX 2060 Gaming Z 6G","GPU","I2C","MSI GPU","10DE","1F08","1462","3752","✔️","✔️","✔️",""
"MSI GeForce RTX 2060 Gaming Z 6G","GPU","I2C","MSI GPU","10DE","1F08","1462","3754","✔️","✔️","✔️",""
"MSI GeForce RTX 2060 Super Gaming X","GPU","I2C","MSI GPU","10DE","1F06","1462","C752","✔️","✔️","✔️",""
"MSI GeForce RTX 2060 Super ARMOR OC","GPU","I2C","MSI GPU","10DE","1F06","1462","C754","✔️","✔️","✔️",""
"MSI GeForce RTX 2070 Gaming Z","GPU","I2C","MSI GPU","10DE","1F07","1462","3732","✔️","✔️","✔️",""
"MSI GeForce RTX 2070 Gaming","GPU","I2C","MSI GPU","10DE","1F02","1462","3733","✔️","✔️","✔️",""
"MSI GeForce RTX 2070 ARMOR","GPU","I2C","MSI GPU","10DE","1F02","1462","3734","✔️","✔️","✔️",""
"MSI GeForce RTX 2070 ARMOR OC","GPU","I2C","MSI GPU","10DE","1F07","1462","3734","✔️","✔️","✔️",""
"MSI GeForce RTX 2070 SUPER ARMOR OC","GPU","I2C","MSI GPU","10DE","1E84","1462","C730","✔️","✔️","✔️",""
"MSI GeForce RTX 2070 Super Gaming","GPU","I2C","MSI GPU","10DE","1E84","1462","373F","✔️","✔️","✔️",""
"MSI GeForce RTX 2070 Super Gaming Trio","GPU","I2C","MSI GPU","10DE","1E84","1462","C727","✔️","✔️","✔️",""
"MSI GeForce RTX 2070 Super Gaming X","GPU","I2C","MSI GPU","10DE","1E84","1462","373e","✔️","✔️","✔️",""
"MSI GeForce RTX 2070 Super Gaming X Trio","GPU","I2C","MSI GPU","10DE","1E84","1462","C726","✔️","✔️","✔️",""
"MSI GeForce RTX 2070 Super Gaming Z Trio","GPU","I2C","MSI GPU","10DE","1E84","1462","37B6","✔️","✔️","✔️",""
"MSI GeForce RTX 2080 Gaming Trio","GPU","I2C","MSI GPU","10DE","1E82","1462","372E","✔️","✔️","✔️",""
"MSI GeForce RTX 2080 Gaming X Trio","GPU","I2C","MSI GPU","10DE","1E87","1462","3726","✔️","✔️","✔️",""
"MSI GeForce RTX 2080 Sea Hawk EK X","GPU","I2C","MSI GPU","10DE","1E87","1462","3728","✔️","✔️","✔️",""
"MSI GeForce RTX 2080 Duke 8G OC","GPU","I2C","MSI GPU","10DE","1E87","1462","3721","✔️","✔️","✔️",""
"MSI GeForce RTX 2080 Super Gaming X Trio","GPU","I2C","MSI GPU","10DE","1E81","1462","C724","✔️","✔️","✔️",""
"MSI GeForce RTX 2080Ti Gaming X Trio","GPU","I2C","MSI GPU","10DE","1E07","1462","3715","✔️","✔️","✔️",""
"MSI GeForce RTX 2080Ti Gaming Z Trio","GPU","I2C","MSI GPU","10DE","1E07","1462","371E","✔️","✔️","✔️",""
"MSI GeForce RTX 2080Ti 11G Gaming X Trio","GPU","I2C","MSI GPU","10DE","1E07","1462","3716","✔️","✔️","✔️",""
"MSI GeForce RTX 2080Ti Sea Hawk EK X","GPU","I2C","MSI GPU","10DE","1E07","1462","3717","✔️","✔️","✔️",""
"MSI GeForce RTX 3050 Gaming X 8G","GPU","I2C","MSI GPU","10DE","2507","1462","C979","✔️","✔️","✔️",""
"MSI GeForce RTX 3060 Gaming X 12G","GPU","I2C","MSI GPU","10DE","2503","1462","3976","✔️","✔️","✔️",""
"MSI GeForce RTX 3060 Gaming X 12G LHR","GPU","I2C","MSI GPU","10DE","2504","1462","3976","✔️","✔️","✔️",""
"MSI GeForce RTX 3060 Gaming X 12G (GA104)","GPU","I2C","MSI GPU","10DE","2487","1462","3976","✔️","✔️","✔️",""
"MSI GeForce RTX 3060 12G Gaming X Trio LHR","GPU","I2C","MSI GPU","10DE","2504","1462","3903","✔️","✔️","✔️",""
"MSI GeForce RTX 3060 12G Gaming X Trio","GPU","I2C","MSI GPU","10DE","2503","1462","3903","✔️","✔️","✔️",""
"MSI GeForce RTX 3060 12G Gaming Z Trio","GPU","I2C","MSI GPU","10DE","2487","1462","3903","✔️","✔️","✔️",""
"MSI GeForce RTX 3060 Ti 8GB Gaming X Trio","GPU","I2C","MSI GPU","10DE","2486","1462","3903","✔️","✔️","✔️",""
"MSI GeForce RTX 3060 Ti 8GB Gaming X LHR","GPU","I2C","MSI GPU","10DE","2489","1462","3973","✔️","✔️","✔️",""
"MSI GeForce RTX 3060 Ti 8GB Gaming X Trio LHR","GPU","I2C","MSI GPU","10DE","2489","1462","3903","✔️","✔️","✔️",""
"MSI GeForce RTX 3070 8GB Gaming Trio","GPU","I2C","MSI GPU","10DE","2488","1462","3904","✔️","✔️","✔️",""
"MSI GeForce RTX 3070 8GB Gaming X Trio","GPU","I2C","MSI GPU","10DE","2484","1462","3903","✔️","✔️","✔️",""
"MSI GeForce RTX 3070 8GB Suprim","GPU","I2C","MSI GPU","10DE","2484","1462","390C","✔️","✔️","✔️",""
"MSI GeForce RTX 3070 8GB Suprim X","GPU","I2C","MSI GPU","10DE","2484","1462","3901","✔️","✔️","✔️",""
"MSI GeForce RTX 3070 8GB Suprim X LHR","GPU","I2C","MSI GPU","10DE","2488","1462","3901","✔️","✔️","✔️",""
"MSI GeForce RTX 3070 Ti 8GB Gaming X Trio","GPU","I2C","MSI GPU","10DE","2482","1462","5052","✔️","✔️","✔️",""
"MSI GeForce RTX 3070 Ti Suprim X 8G","GPU","I2C","MSI GPU","10DE","2482","1462","5051","✔️","✔️","✔️",""
"MSI GeForce RTX 3080 10GB Gaming Z Trio","GPU","I2C","MSI GPU","10DE","2206","1462","389B","✔️","✔️","✔️",""
"MSI GeForce RTX 3080 10GB Gaming Z Trio LHR","GPU","I2C","MSI GPU","10DE","2216","1462","389B","✔️","✔️","✔️",""
"MSI GeForce RTX 3080 10GB Gaming X Trio","GPU","I2C","MSI GPU","10DE","2206","1462","3892","✔️","✔️","✔️",""
"MSI GeForce RTX 3080 Suprim X 10G","GPU","I2C","MSI GPU","10DE","2206","1462","3897","✔️","✔️","✔️",""
"MSI GeForce RTX 3080 Suprim X 10G LHR","GPU","I2C","MSI GPU","10DE","2216","1462","3897","✔️","✔️","✔️",""
"MSI GeForce RTX 3080 Suprim X 12G LHR","GPU","I2C","MSI GPU","10DE","220A","1462","3897","✔️","✔️","✔️",""
"MSI GeForce RTX 3080 12GB Gaming Z Trio LHR","GPU","I2C","MSI GPU","10DE","220A","1462","389B","✔️","✔️","✔️",""
